doc_id,dominant_topic,dominant_layer
doc001,4,institutional
doc002,6,technology
doc003,6,technology
doc004,8,operational
doc005,8,operational
doc006,6,technology
doc007,9,technology
doc008,1,institutional
doc009,4,institutional
doc010,10,operational
doc011,9,technology
doc012,11,institutional
doc013,10,operational
doc014,7,operational
doc015,8,operational
doc016,3,technology
doc017,11,institutional
doc018,10,operational
doc019,8,operational
doc020,3,technology
doc021,10,operational
doc022,8,operational
doc023,8,operational
doc024,6,technology
doc025,1,operational
doc026,8,operational
doc027,8,operational
doc028,3,technology
doc029,3,technology
doc030,11,institutional
doc031,1,operational
doc032,2,institutional
doc033,3,technology
doc034,8,institutional
doc035,2,institutional
doc036,4,institutional
doc037,0,institutional
doc038,10,operational
doc039,8,operational
doc040,1,operational
doc041,3,operational
doc042,11,institutional
doc043,10,operational
doc044,9,technology
doc045,9,technology
doc046,2,institutional
doc047,2,institutional
doc048,8,operational
doc049,8,operational
doc050,8,operational
doc051,7,operational
doc052,5,operational
doc053,6,technology
doc054,8,operational
doc055,2,institutional
doc056,4,institutional
doc057,8,operational
doc058,4,institutional
doc059,8,operational
doc060,3,operational
doc061,7,operational
doc062,11,institutional
doc063,11,institutional
doc064,2,institutional
doc065,6,operational
doc066,8,operational
doc067,10,operational
doc068,10,operational
doc069,8,operational
doc070,8,operational
doc071,8,operational
doc072,11,institutional
doc073,8,operational
doc074,0,institutional
doc075,3,institutional
doc076,8,operational
doc077,8,operational
doc078,7,operational
doc079,7,operational
doc080,10,operational
doc081,9,institutional
doc082,2,institutional
doc083,10,operational
doc084,8,operational
doc085,8,operational
doc086,3,technology
doc087,10,operational
doc088,8,operational
doc089,6,operational
doc090,7,operational
doc091,10,operational
doc092,9,technology
doc093,1,operational
doc094,6,institutional
doc095,6,operational
doc096,6,technology
doc097,8,institutional
doc098,9,operational
doc099,0,institutional
doc100,10,operational
doc101,2,institutional
doc102,0,institutional
doc103,8,operational
doc104,3,technology
doc105,6,operational
doc106,8,operational
doc107,8,operational
doc108,8,operational
doc109,4,institutional
doc110,2,institutional
doc111,6,operational
doc112,6,technology
doc113,4,institutional
doc114,9,operational
doc115,11,institutional
doc116,11,institutional
doc117,2,institutional
doc118,2,institutional
doc119,10,operational
doc120,0,institutional
doc121,6,technology
doc122,8,operational
doc123,10,operational
doc124,2,institutional
doc125,6,institutional
