run_id,axis,variant,k,seed,layer,period,share_pct
C_no_domain_stop_s42,C_prepro,no_domain_stop,12,42,technology,2023-2026,27.506476315068085
C_no_domain_stop_s42,C_prepro,no_domain_stop,12,42,meta,2007-2014,0.24352504836618513
C_no_domain_stop_s42,C_prepro,no_domain_stop,12,42,meta,2015-2018,3.4894756396897724
C_no_domain_stop_s42,C_prepro,no_domain_stop,12,42,meta,2019-2022,6.544597733979268
C_no_domain_stop_s42,C_prepro,no_domain_stop,12,42,meta,2023-2026,8.370900688479804
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,operational,2007-2014,68.79899092391497
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,operational,2015-2018,60.20496881523286
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,operational,2019-2022,43.83062952813715
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,operational,2023-2026,37.41398947653731
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,institutional,2007-2014,20.636146080596518
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,institutional,2015-2018,32.67523035457998
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,institutional,2019-2022,45.153684878492236
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,institutional,2023-2026,43.372854152073614
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,technology,2007-2014,10.564861254260904
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,technology,2015-2018,7.119799872943985
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,technology,2019-2022,11.015686641654208
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,technology,2023-2026,19.21315674277745
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,meta,2007-2014,0.0
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,meta,2015-2018,0.0
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,meta,2019-2022,0.0
C_no_domain_stop_s7,C_prepro,no_domain_stop,12,7,meta,2023-2026,0.0
C_unigrams_s13,C_prepro,unigrams,12,13,operational,2007-2014,53.5094679493947
C_unigrams_s13,C_prepro,unigrams,12,13,operational,2015-2018,51.510258443995546
C_unigrams_s13,C_prepro,unigrams,12,13,operational,2019-2022,46.214574289487146
C_unigrams_s13,C_prepro,unigrams,12,13,operational,2023-2026,40.064233303068406
C_unigrams_s13,C_prepro,unigrams,12,13,institutional,2007-2014,34.94175400137465
C_unigrams_s13,C_prepro,unigrams,12,13,institutional,2015-2018,35.37438365914568
C_unigrams_s13,C_prepro,unigrams,12,13,institutional,2019-2022,31.05959845057643
C_unigrams_s13,C_prepro,unigrams,12,13,institutional,2023-2026,33.393935311498055
C_unigrams_s13,C_prepro,unigrams,12,13,technology,2007-2014,9.705889111986227
C_unigrams_s13,C_prepro,unigrams,12,13,technology,2015-2018,10.808572205296514
C_unigrams_s13,C_prepro,unigrams,12,13,technology,2019-2022,15.643063075476677
C_unigrams_s13,C_prepro,unigrams,12,13,technology,2023-2026,14.679447916031071
C_unigrams_s13,C_prepro,unigrams,12,13,meta,2007-2014,1.8428885035367177
C_unigrams_s13,C_prepro,unigrams,12,13,meta,2015-2018,2.3067866444398533
C_unigrams_s13,C_prepro,unigrams,12,13,meta,2019-2022,7.0827633103342835
C_unigrams_s13,C_prepro,unigrams,12,13,meta,2023-2026,11.862382368440194
C_unigrams_s42,C_prepro,unigrams,12,42,operational,2007-2014,35.234551499585606
C_unigrams_s42,C_prepro,unigrams,12,42,operational,2015-2018,48.34274776785605
C_unigrams_s42,C_prepro,unigrams,12,42,operational,2019-2022,41.38203719421452
C_unigrams_s42,C_prepro,unigrams,12,42,operational,2023-2026,28.514908271006334
C_unigrams_s42,C_prepro,unigrams,12,42,institutional,2007-2014,33.9056653045797
C_unigrams_s42,C_prepro,unigrams,12,42,institutional,2015-2018,28.868176953146758
C_unigrams_s42,C_prepro,unigrams,12,42,institutional,2019-2022,29.182428532326917
C_unigrams_s42,C_prepro,unigrams,12,42,institutional,2023-2026,30.714223991367362
C_unigrams_s42,C_prepro,unigrams,12,42,technology,2007-2014,30.813870900237816
C_unigrams_s42,C_prepro,unigrams,12,42,technology,2015-2018,21.719610283980728
C_unigrams_s42,C_prepro,unigrams,12,42,technology,2019-2022,27.205538524390754
C_unigrams_s42,C_prepro,unigrams,12,42,technology,2023-2026,28.905212863044955
C_unigrams_s42,C_prepro,unigrams,12,42,meta,2007-2014,0.045912669035412065
C_unigrams_s42,C_prepro,unigrams,12,42,meta,2015-2018,1.069467045708734
C_unigrams_s42,C_prepro,unigrams,12,42,meta,2019-2022,2.229997600427143
C_unigrams_s42,C_prepro,unigrams,12,42,meta,2023-2026,11.86565386821788
C_unigrams_s7,C_prepro,unigrams,12,7,operational,2007-2014,38.087496863954584
C_unigrams_s7,C_prepro,unigrams,12,7,operational,2015-2018,41.67514784354353
C_unigrams_s7,C_prepro,unigrams,12,7,operational,2019-2022,30.063833995106204
C_unigrams_s7,C_prepro,unigrams,12,7,operational,2023-2026,25.519987953104344
C_unigrams_s7,C_prepro,unigrams,12,7,institutional,2007-2014,39.561205600936475
C_unigrams_s7,C_prepro,unigrams,12,7,institutional,2015-2018,34.94817294547829
C_unigrams_s7,C_prepro,unigrams,12,7,institutional,2019-2022,44.656487532516216
C_unigrams_s7,C_prepro,unigrams,12,7,institutional,2023-2026,42.540891673521244
C_unigrams_s7,C_prepro,unigrams,12,7,technology,2007-2014,21.567779831032873
C_unigrams_s7,C_prepro,unigrams,12,7,technology,2015-2018,20.462821385935968
C_unigrams_s7,C_prepro,unigrams,12,7,technology,2019-2022,19.47764034758115
C_unigrams_s7,C_prepro,unigrams,12,7,technology,2023-2026,23.538225466101416
C_unigrams_s7,C_prepro,unigrams,12,7,meta,2007-2014,0.7835170576678744
C_unigrams_s7,C_prepro,unigrams,12,7,meta,2015-2018,2.913858589308802
C_unigrams_s7,C_prepro,unigrams,12,7,meta,2019-2022,5.802040161264207
C_unigrams_s7,C_prepro,unigrams,12,7,meta,2023-2026,8.400893907419988
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,operational,2007-2014,51.345279968730516
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,operational,2015-2018,67.07341176267619
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,operational,2019-2022,49.86512565971579
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,operational,2023-2026,28.304900386469473
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,institutional,2007-2014,45.44848953701148
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,institutional,2015-2018,29.761107132344478
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,institutional,2019-2022,41.610219928160305
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,institutional,2023-2026,48.16171124646
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,technology,2007-2014,1.3004082241119854
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,technology,2015-2018,1.3399992963331897
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,technology,2019-2022,5.147073159658046
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,technology,2023-2026,6.2766078882494485
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,meta,2007-2014,1.9058227579989762
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,meta,2015-2018,1.82548238891286
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,meta,2019-2022,3.3775792273041185
C_vocab_loose_s13,C_prepro,vocab_loose,12,13,meta,2023-2026,17.25677753201277
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,operational,2007-2014,59.4740725975195
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,operational,2015-2018,65.72599784374688
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,operational,2019-2022,42.7466978920711
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,operational,2023-2026,34.67995930322445
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,institutional,2007-2014,22.408919716175056
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,institutional,2015-2018,27.05924831898301
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,institutional,2019-2022,38.673488550488806
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,institutional,2023-2026,41.345123473414944
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,technology,2007-2014,16.291869341390942
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,technology,2015-2018,5.815713304982637
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,technology,2019-2022,13.3383672312185
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,technology,2023-2026,20.583734259808274
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,meta,2007-2014,1.8251376772241201
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,meta,2015-2018,1.3990427286626073
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,meta,2019-2022,5.241445570176842
C_vocab_loose_s42,C_prepro,vocab_loose,12,42,meta,2023-2026,3.3911784461944685
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,operational,2007-2014,49.53613244491255
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,operational,2015-2018,52.51502214136053
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,operational,2019-2022,40.527822091624124
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,operational,2023-2026,36.72533353382619
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,institutional,2007-2014,46.361480767306304
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,institutional,2015-2018,41.51693015774981
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,institutional,2019-2022,48.4258956511298
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,institutional,2023-2026,38.10680661769841
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,technology,2007-2014,0.6978896226731497
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,technology,2015-2018,3.056000224169111
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,technology,2019-2022,5.852013208540383
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,technology,2023-2026,4.021125404085524
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,meta,2007-2014,3.4044962997541006
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,meta,2015-2018,2.9120467565371655
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,meta,2019-2022,5.194265302173638
C_vocab_loose_s7,C_prepro,vocab_loose,12,7,meta,2023-2026,21.146731986954137
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,operational,2007-2014,67.22201511007975
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,operational,2015-2018,52.5718453313857
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,operational,2019-2022,35.354393642895346
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,operational,2023-2026,27.696267952448277
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,institutional,2007-2014,15.907551927072442
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,institutional,2015-2018,29.0461885627883
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,institutional,2019-2022,38.00770832013869
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,institutional,2023-2026,45.91202601120585
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,technology,2007-2014,16.870425778931043
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,technology,2015-2018,18.38196503391373
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,technology,2019-2022,26.637897167691133
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,technology,2023-2026,26.391708699035615
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,meta,2007-2014,0.0
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,meta,2015-2018,0.0
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,meta,2019-2022,0.0
C_vocab_strict_s13,C_prepro,vocab_strict,12,13,meta,2023-2026,0.0
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,operational,2007-2014,29.322073104473628
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,operational,2015-2018,44.54016039209819
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,operational,2019-2022,29.56830805851496
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,operational,2023-2026,13.508977625792795
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,institutional,2007-2014,46.429473760933135
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,institutional,2015-2018,32.28078674801509
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,institutional,2019-2022,44.74300285949236
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,institutional,2023-2026,44.95770189227339
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,technology,2007-2014,23.981740130451122
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,technology,2015-2018,19.026179803313426
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,technology,2019-2022,20.55594989956363
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,technology,2023-2026,38.19344687108999
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,meta,2007-2014,0.26671141580057645
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,meta,2015-2018,4.15287241083206
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,meta,2019-2022,5.132738081803028
C_vocab_strict_s42,C_prepro,vocab_strict,12,42,meta,2023-2026,3.339875216655249
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,operational,2007-2014,54.53153168067123
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,operational,2015-2018,59.04514202295103
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,operational,2019-2022,42.13583081668831
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,operational,2023-2026,25.459767581264714
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,institutional,2007-2014,32.967857360745256
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,institutional,2015-2018,28.115686877008557
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,institutional,2019-2022,39.66304469020138
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,institutional,2023-2026,50.78519243208272
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,technology,2007-2014,12.500608261386029
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,technology,2015-2018,12.83916895970833
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,technology,2019-2022,18.20112350395195
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,technology,2023-2026,23.755042030082528
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,meta,2007-2014,0.0
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,meta,2015-2018,0.0
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,meta,2019-2022,0.0
C_vocab_strict_s7,C_prepro,vocab_strict,12,7,meta,2023-2026,0.0
