run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
A_k12_s3,0,10,institutional,0.5760579705238342,0.4,"governance, ecosystem, maturity_model, dimension, digital_transformation, maturity, digital_maturity, data_quality, standardization, compliance","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s3,1,3,institutional,0.5794744491577148,0.4,"resilience, barrier, hub, knowledge_management, disruption, success, edi, expert, variable, physical_internet","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
A_k12_s3,2,10,institutional,0.5986989736557007,0.2,"service_quality, indonesia, energy, variable, emission, construct, strategic_alliance, indicator, measurement, dimension","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s3,3,1,technology,0.5784143209457397,0.2,"digital_technology, big_data, custom_authority, maritime_transport, digitalization, japan, training, digital_transformation, maritime_logistic, threat","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
A_k12_s3,4,0,operational,0.5225863456726074,0.3,"msw, port_call, declaration, agency, trade_facilitation, submit, maritime_single_window, information_sharing, berth, nsw","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
A_k12_s3,5,4,meta,0.6073881387710571,0.1,"gate, smart_port, vehicle, truck, indicator, smart, sensor, safety, simulation, rfid","publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic"
A_k12_s3,6,5,technology,0.35405176877975464,0.9,"blockchain, blockchain_technology, port_bar, block, smart_contract, layer, bill_lading, tradelen, node, trust","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
A_k12_s3,7,8,operational,0.4410129487514496,0.3,"pcs, module, export, smart_technology, smart, average, day, import, kpi, hour","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
A_k12_s3,8,1,technology,0.5400961637496948,0.4,"prototype, attack, event, pass, cybersecurity, vehicle, vulnerability, layer, cyber_attack, navigation","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
A_k12_s3,9,3,institutional,0.48280301690101624,0.2,"dimension, governance, business_model, taxonomy, ict, digital_platform, power, private, cluster, public_private","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
A_k12_s3,10,6,operational,0.5339607000350952,0.3,"nmsw, berth, optimization, imo, event, port_call, arrival, reporting, ais, montenegro","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
A_k12_s3,11,10,institutional,0.42411234974861145,0.4,"smart_port, sustainability, sustainable, cluster, trend, academic, digital_transformation, digitalization, theme, smart","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
