run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
C_no_domain_stop_s13,0,3,institutional,0.5324720144271851,0.1,"msw, declaration, submit, custom_authority, agency, ict, international_trade, party, trade_facilitation, digital_technology","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
C_no_domain_stop_s13,1,6,operational,0.5391395688056946,0.2,"resilience, nmsw, port_bar, montenegro, evaluation, scenario, hub, average, prototype, engineering","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
C_no_domain_stop_s13,2,2,technology,0.527559757232666,0.2,"port_call, berth, module, event, scheduling, optimization, msw, ais, kpi, arrival","indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption"
C_no_domain_stop_s13,3,8,operational,0.5317077040672302,0.2,"pcs, traffic, import, ship_agent, port_rijeka, custom_document, tos, custom_office, japan, container_terminal","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
C_no_domain_stop_s13,4,10,institutional,0.5503445267677307,0.1,"digital_transformation, indonesia, construct, variable, service_quality, maturity_model, barrier, organizational, digital_maturity, question","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_no_domain_stop_s13,5,8,operational,0.583371639251709,0.3,"import, code, shipment, freight_forwarder, day, check, pass, bill_lading, module, custom_declaration","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
C_no_domain_stop_s13,6,5,technology,0.5024368166923523,0.6,"blockchain, party, node, power, trust, tradelen, block, event, layer, attack","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
C_no_domain_stop_s13,7,4,meta,0.44120413064956665,0.7,"cluster, publication, journal, big_data, trend, theme, search, attention, citation, topic","publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic"
C_no_domain_stop_s13,8,9,institutional,0.5191871523857117,0.5,"smart_port, business_model, taxonomy, indicator, dimension, sample, weight, evaluation, index, service_quality","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
C_no_domain_stop_s13,9,10,institutional,0.47132253646850586,0.4,"sustainability, smart, energy, safety, gate, sustainable, smart_technology, vehicle, emission, smart_port","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_no_domain_stop_s13,10,3,institutional,0.6252710223197937,0.3,"blockchain_technology, ict, blockchain, standardization, success, edi, cross_border, stack, comercio, trust","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
C_no_domain_stop_s13,11,10,institutional,0.4471423029899597,0.4,"governance, dimension, ecosystem, cluster, region, respondent, survey, interview, variable, average","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
