run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
A_k12_s99,0,8,operational,0.5235849022865295,0.1,"pcs, smart, smart_technology, vehicle, maritime_transport, tos, container_terminal, truck, digital_technology, gate","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
A_k12_s99,1,6,operational,0.517120361328125,0.3,"msw, imo, agency, nsw, clearance, reporting, maritime_transport, attack, port_call, submit","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
A_k12_s99,2,3,institutional,0.5170911550521851,0.1,"governance, power, political, wave, trade_facilitation, private, agreement, space, india, shipper","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
A_k12_s99,3,3,institutional,0.5487043857574463,0.2,"business_model, taxonomy, dimension, maturity_model, barrier, maturity, value_add, hand, gain, port_rotterdam","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
A_k12_s99,4,8,operational,0.5041111707687378,0.5,"pcs, ict, digital_platform, firm, freight_forwarder, import, produce, shipment, information_flow, italy","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
A_k12_s99,5,10,institutional,0.4750248193740845,0.4,"governance, cluster, digital_transformation, dimension, ecosystem, barrier, resilience, trend, academic, theme","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s99,6,5,technology,0.3954080641269684,0.8,"blockchain, nmsw, layer, blockchain_technology, block, bill_lading, tradelen, shipment, smart_contract, chain","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
A_k12_s99,7,10,institutional,0.4484434723854065,0.4,"smart_port, sustainability, energy, indicator, sustainable, evaluation, index, green, port_bar, smart","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s99,8,1,technology,0.6584089994430542,0.2,"variable, indonesia, service_quality, construct, test, container_handling, digital_infrastructure, container_terminal, module, digital_technology","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
A_k12_s99,9,2,technology,0.4887385368347168,0.4,"event, hub, optimization, resilience, berth, scenario, employ, arrival, node, scheduling","indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption"
A_k12_s99,10,9,institutional,0.5601872205734253,0.1,"terminal_operator, time_window, success, appointment, edi, dashboard, attribute, ict, indicator, export","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
A_k12_s99,11,6,operational,0.538865327835083,0.3,"module, port_rijeka, mnsw, public_private, croatia, ict, message, croatian, traffic, rijeka","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
