run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
C_no_domain_stop_s7,0,6,operational,0.49646517634391785,0.6,"msw, module, ict, ship_agent, traffic, enter, pass, custom_authority, prototype, notification","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
C_no_domain_stop_s7,1,7,operational,0.5259580016136169,0.2,"sustainability, nmsw, port_call, port_bar, energy, montenegro, transition, sustainable, emission, nsw","msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format"
C_no_domain_stop_s7,2,9,institutional,0.5294824838638306,0.6,"smart_port, indicator, smart, evaluation, index, weight, big_data, energy, matrix, intelligent","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
C_no_domain_stop_s7,3,10,institutional,0.5590231418609619,0.2,"governance, cluster, region, trade_facilitation, interview, port_rijeka, mnsw, participant, respondent, turkey","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_no_domain_stop_s7,4,10,institutional,0.48142316937446594,0.3,"digital_transformation, dimension, cybersecurity, survey, maturity_model, digital_maturity, attack, respondent, expert, ecosystem","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_no_domain_stop_s7,5,6,operational,0.6297081708908081,0.0,"smart_technology, nautical, taxonomy, network_effect, smart, fig, vtis, geographic_scope, soa, scenario","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
C_no_domain_stop_s7,6,10,institutional,0.5174998044967651,0.3,"dimension, business_model, taxonomy, governance, ecosystem, power, sample, hub, digital_platform, standardization","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_no_domain_stop_s7,7,5,technology,0.3284252882003784,0.9,"blockchain, blockchain_technology, block, tradelen, party, smart_contract, trust, chain, node, layer","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
C_no_domain_stop_s7,8,2,technology,0.49152645468711853,0.2,"berth, event, optimization, safety, arrival, constraint, compliance, port_call, hour, scheduling","indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption"
C_no_domain_stop_s7,9,8,operational,0.5069591999053955,0.1,"resilience, pcs, module, hub, truck, kpi, event, sustainability, indicator, average","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
C_no_domain_stop_s7,10,8,operational,0.4604956805706024,0.4,"pcs, import, variable, export, custom_declaration, portbase, public_private, digital_platform, freight_forwarder, service_quality","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
C_no_domain_stop_s7,11,3,institutional,0.4703556299209595,0.1,"barrier, cluster, trend, indonesia, theme, publication, journal, fig, finding, academic","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
