run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
A_k12_s42,0,0,operational,0.0,1.0,"port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
A_k12_s42,1,1,technology,0.0,1.0,"event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
A_k12_s42,2,2,technology,0.0,1.0,"indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption","indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption"
A_k12_s42,3,3,institutional,0.0,1.0,"barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
A_k12_s42,4,4,meta,0.0,1.0,"publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic","publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic"
A_k12_s42,5,5,technology,0.0,1.0,"blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
A_k12_s42,6,6,operational,0.0,1.0,"module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
A_k12_s42,7,7,operational,0.0,1.0,"msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format","msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format"
A_k12_s42,8,8,operational,0.0,1.0,"pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
A_k12_s42,9,9,institutional,0.0,1.0,"smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
A_k12_s42,10,10,institutional,0.0,1.0,"governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s42,11,11,technology,0.0,1.0,"taxonomy, business_model, dimension, cluster, digital_platform, respective, value_add, marketplace, geographic_scope, iteration","taxonomy, business_model, dimension, cluster, digital_platform, respective, value_add, marketplace, geographic_scope, iteration"
