run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
A_k12_s21,0,0,operational,0.46910232305526733,0.2,"governance, barrier, ecosystem, right, information_sharing, tradelen, declaration, organizational, digital_infrastructure, public_private","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
A_k12_s21,1,3,institutional,0.7270085215568542,0.2,"trade_facilitation, vendor, political, shipper, power, contract, participant, paperless, national_single_window, tradenet","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
A_k12_s21,2,10,institutional,0.4875530004501343,0.4,"sustainability, energy, nmsw, sustainable, port_bar, montenegro, transition, emission, maritime_transport, regional","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s21,3,10,institutional,0.47281765937805176,0.3,"smart_port, dimension, business_model, digital_transformation, indicator, taxonomy, score, service_quality, variable, evaluation","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s21,4,7,operational,0.6112857460975647,0.3,"msw, indonesia, nsw, digital_technology, maritime_single_window, custom_authority, agency, variable, strategic_alliance, submit","msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format"
A_k12_s21,5,6,operational,0.5336026549339294,0.3,"module, knowledge_management, port_rijeka, mnsw, ict, croatian, enter, rijeka, croatia, cimis","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
A_k12_s21,6,5,technology,0.4614171087741852,0.7,"blockchain, pcs, node, shipment, blockchain_technology, chain, block, code, bill_lading, layer","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
A_k12_s21,7,2,technology,0.469587504863739,0.5,"resilience, port_call, berth, event, imo, optimization, arrival, hub, departure, disruption","indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption"
A_k12_s21,8,3,institutional,0.5874383449554443,0.4,"gate, vehicle, ict, edi, prototype, terminal_operator, truck, layer, success, smart","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
A_k12_s21,9,4,meta,0.3732911944389343,0.5,"trend, publication, cluster, academic, cybersecurity, attack, ais, search, attention, digitalization","publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic"
A_k12_s21,10,8,operational,0.4538090229034424,0.3,"export, smart_technology, pcs, import, pass, kpi, scenario, smart, day, average","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
A_k12_s21,11,10,institutional,0.5345261693000793,0.1,"governance, cluster, private, ict, pcs, taxonomy, maritime_transport, topic, subject, agreement","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
