doc_id,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,authors,year,title
doc011,0.0687023177742958,5.4240506869973615e-05,0.0067710839211940765,0.06398449093103409,0.07729245722293854,5.4242169426288456e-05,5.424004848464392e-05,0.5446875691413879,5.42441412108019e-05,5.424354094429873e-05,0.2017238885164261,0.036567091941833496,Baştuğ et al.,2020,A value chain analysis of a seaport from the perspective of Industry 4.0
doc012,9.632009459892288e-05,9.630277781980112e-05,9.629683336243033e-05,9.630142449168488e-05,0.08886419981718063,9.629557462176308e-05,9.630386193748564e-05,9.629395208321512e-05,9.630530257709324e-05,0.15721513330936432,0.7530540227890015,9.629919804865494e-05,Belmoukari et al.,2023,Smart port a systematic literature review
doc013,0.00014801538782194257,0.07494969666004181,0.00014802045188844204,0.15875838696956635,0.0716361552476883,0.23646003007888794,0.0001480214559705928,0.2468940168619156,0.1060657724738121,0.02432865835726261,0.06426028162240982,0.016202978789806366,Belsa et al.,2023,Innovative cognitive data platform to improve processes in European seaports
doc014,0.00014908102457411587,0.0001490744180046022,0.000149067142046988,0.00014908661250956357,0.00014906494470778853,0.0001490753929829225,0.19321277737617493,0.8052964210510254,0.00014908907178323716,0.00014906340220477432,0.00014906808792147785,0.00014907628064975142,Beškovnik,2015,Introducing electronic maritime single window by port communities in the Adriatic region
doc015,7.626300066476688e-05,7.626129081472754e-05,7.625790021847934e-05,7.626271690241992e-05,7.626721344422549e-05,7.625741272931919e-05,7.626469596289098e-05,7.626082515344024e-05,0.9991611838340759,7.628429011674598e-05,7.626441947650164e-05,7.62605995987542e-05,Bisogno et al.,2015,Improving the efficiency of Port Community Systems through integrated information flows of logistic
doc016,0.1320551335811615,0.0045574624091386795,4.436718882061541e-05,0.03117014840245247,0.024317272007465363,0.007763836532831192,4.4364958739606664e-05,4.436408562469296e-05,0.03267716243863106,4.436886592884548e-05,0.10607022047042847,0.6612112522125244,Bossong et al.,2025,Digital platforms in intermodal freight transport an analysis of emerging business models and their
doc017,5.468432937050238e-05,5.468398376251571e-05,5.468450399348512e-05,0.584712028503418,0.060689788311719894,5.468214658321813e-05,5.4682499467162415e-05,5.467976734507829e-05,5.468189192470163e-05,0.12412462383508682,0.21158848702907562,0.018502388149499893,Boullauazan et al.,2023,Developing and demonstrating a maturity model for smart ports
doc018,0.16270262002944946,0.00010657548409653828,0.04772945120930672,0.00010657142411218956,0.00010657186066964641,0.00010656109952833503,0.0001065673932316713,0.00010656624363036826,0.7210187315940857,0.06769663095474243,0.00010657256643753499,0.00010656933591235429,Caldeirinha et al.,2020,The impact of port community systems (PCS) characteristics on performance
doc019,0.09550558030605316,0.00010543502867221832,0.07094240188598633,0.0001054492240655236,0.09556496888399124,0.00010544019460212439,0.00010542887321207672,0.00010543171811150387,0.5770647525787354,0.023355111479759216,0.11047451943159103,0.026565445587038994,Caldeirinha et al.,2022,Port Community Systems Accelerating the Transition of Seaports toward the Physical Internet
doc020,7.620138785568997e-05,7.620122050866485e-05,7.62016570661217e-05,0.8674441576004028,7.619446841999888e-05,7.620677206432447e-05,7.620594260515645e-05,7.620294491061941e-05,0.13179409503936768,7.62038616812788e-05,7.620074029546231e-05,7.620475662406534e-05,Carlan et al.,2016,How port community systems can contribute to port competitiveness Developing a cost-benefit framework
doc021,7.0649512053933e-05,7.064754754537717e-05,7.064859528327361e-05,0.9992231130599976,7.065851968945935e-05,7.064934470690787e-05,7.065218960633501e-05,7.06464852555655e-05,7.065365934977308e-05,7.064994861138985e-05,7.065184036036953e-05,7.065544195938855e-05,Carlan et al.,2017,Digital innovation in the port sector Barriers and facilitators Barriers and facilitators
