run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
A_k12_s2,0,3,institutional,0.6417894959449768,0.2,"prototype, barrier, pass, knowledge_management, portbase, apc, vehicle, stack, digital_platform, check","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
A_k12_s2,1,8,operational,0.5989591479301453,0.1,"gate, layer, vehicle, truck, hub, sensor, tos, road, rfid, safety","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
A_k12_s2,2,10,institutional,0.6156908273696899,0.0,"indonesia, variable, measurement, indicator, service_quality, construct, strategic_alliance, kpi, engineering, digital_infrastructure","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s2,3,9,institutional,0.5095003247261047,0.4,"smart_port, sustainability, smart, sustainable, service_quality, index, safety, criterion, energy, weight","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
A_k12_s2,4,2,technology,0.4047461748123169,0.4,"smart_technology, optimization, scheduling, event, scenario, average, smart, time_window, optimal, disruption","indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption"
A_k12_s2,5,1,technology,0.43493643403053284,0.3,"governance, event, attack, evaluation, cross_border, indicator, cybersecurity, export, custom_authority, data_quality","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
A_k12_s2,6,10,institutional,0.5159823298454285,0.3,"dimension, business_model, governance, resilience, taxonomy, ecosystem, cluster, hub, digital_platform, wave","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s2,7,10,institutional,0.4357337951660156,0.3,"digital_transformation, energy, sustainability, trend, transition, port_bar, cluster, barrier, digitalization, maturity_model","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s2,8,5,technology,0.4592834711074829,0.7,"blockchain, blockchain_technology, big_data, publication, block, chain, node, trust, smart_contract, database","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
A_k12_s2,9,6,operational,0.58402019739151,0.2,"msw, port_call, berth, declaration, imo, tradelen, right, reporting, maritime_single_window, safety_security","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
A_k12_s2,10,6,operational,0.45820894837379456,0.4,"module, nmsw, nsw, montenegro, traffic, agency, ship_agent, maritime_transport, window, member_state","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
A_k12_s2,11,8,operational,0.44392210245132446,0.4,"pcs, import, ict, export, governance, private, freight_forwarder, power, terminal_operator, shipper","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
