run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
B_k10_s21,0,0,operational,0.48191913962364197,0.2,"governance, barrier, pcs, export, public_private, declaration, right, organizational, information_sharing, digital_platform","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
B_k10_s21,1,3,institutional,0.7021785378456116,0.2,"power, political, trade_facilitation, agency, shipper, law, participant, government_agency, vendor, implementation_single_window","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
B_k10_s21,2,10,institutional,0.4583735167980194,0.4,"sustainability, energy, sustainable, port_bar, regional, transition, emission, safety, montenegro, compliance","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
B_k10_s21,3,10,institutional,0.44811227917671204,0.5,"smart_port, dimension, business_model, taxonomy, digital_transformation, indicator, governance, cluster, service_quality, ecosystem","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
B_k10_s21,4,7,operational,0.6049651503562927,0.2,"msw, indonesia, digital_technology, maritime_single_window, variable, custom_authority, strategic_alliance, nsw, agency, edi","msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format"
B_k10_s21,5,6,operational,0.4108518958091736,0.4,"module, nmsw, ict, traffic, maritime_transport, port_rijeka, mnsw, enterprise, administrative, window","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
B_k10_s21,6,8,operational,0.4697508215904236,0.4,"blockchain, pcs, node, shipment, chain, blockchain_technology, block, import, code, layer","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
B_k10_s21,7,2,technology,0.45855391025543213,0.4,"resilience, port_call, berth, event, optimization, scheduling, average, arrival, imo, hour","indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption"
B_k10_s21,8,3,institutional,0.5735983848571777,0.3,"gate, vehicle, ict, prototype, edi, terminal_operator, smart, pass, layer, module","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
B_k10_s21,9,4,meta,0.40297946333885193,0.5,"smart_technology, publication, trend, cluster, blockchain, academic, smart, cybersecurity, attack, wave","publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic"
