run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
A_k12_s2024,0,10,institutional,0.5478807091712952,0.2,"governance, variable, region, theme, cluster, logistic_community, trade_facilitation, topic, colombia, average","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s2024,1,6,operational,0.575455904006958,0.2,"port_call, berth, imo, safety_security, nautical, netherlands, reporting, declaration, responsibility, dutch","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
A_k12_s2024,2,10,institutional,0.49610254168510437,0.3,"resilience, barrier, cluster, dimension, trend, academic, ecosystem, attention, measurement, governance","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s2024,3,11,technology,0.5058584809303284,0.5,"business_model, taxonomy, dimension, hub, big_data, respective, digital_platform, layer, web, object","taxonomy, business_model, dimension, cluster, digital_platform, respective, value_add, marketplace, geographic_scope, iteration"
A_k12_s2024,4,10,institutional,0.5198503136634827,0.3,"sustainability, energy, port_bar, indicator, kpi, optimization, sustainable, emission, average, transition","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
A_k12_s2024,5,6,operational,0.6789398193359375,0.0,"vehicle, sensor, container_terminal, hamburg, navigation, information_flow, intelligent, logistic_chain, tag, vts","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
A_k12_s2024,6,1,technology,0.5570144057273865,0.0,"module, export, entity, message, employ, format, risk_management, port_rijeka, ecosystem, mnsw","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
A_k12_s2024,7,7,operational,0.5643450617790222,0.4,"msw, nmsw, smart_technology, nsw, submit, montenegro, agency, maritime_single_window, directive, maritime_transport","msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format"
A_k12_s2024,8,0,operational,0.4908773601055145,0.2,"pcs, maritime_transport, gate, digitalization, ict, compliance, safety, digital_technology, event, documentation","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
A_k12_s2024,9,5,technology,0.4001133143901825,0.7,"blockchain, blockchain_technology, freight_forwarder, block, smart_contract, tradelen, power, chain, contract, bill_lading","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
A_k12_s2024,10,8,operational,0.4611854553222656,0.5,"pcs, import, ict, module, prototype, shipment, pass, terminal_operator, export, layer","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
A_k12_s2024,11,9,institutional,0.46717390418052673,0.4,"smart_port, service_quality, indonesia, digital_transformation, smart, evaluation, indicator, maturity_model, cybersecurity, domain","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
