run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
C_unigrams_s7,0,0,operational,0.5983870625495911,0.0,"big, space, connector, eta, ais, modelling, digitization, iii, kpi, module","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
C_unigrams_s7,1,9,institutional,0.5594459772109985,0.5,"evaluation, indicator, index, matrix, construction, weight, variable, criterion, pass, expert","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
C_unigrams_s7,2,5,technology,0.389940083026886,0.3,"blockchain, importer, contract, bill, lading, shipment, tradelen, invoice, block, manifest","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
C_unigrams_s7,3,4,meta,0.3768455982208252,0.6,"gate, publication, cluster, blockchain, science, search, theme, academic, attention, iot","publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic"
C_unigrams_s7,4,6,operational,0.4487153887748718,0.4,"msw, nmsw, nsw, clearance, reporting, imo, formality, fal, submit, office","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
C_unigrams_s7,5,1,technology,0.46590709686279297,0.3,"event, scenario, attack, optimization, vehicle, gate, optimal, cyber, cybersecurity, scheduling","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
C_unigrams_s7,6,7,operational,0.7044162750244141,0.0,"yes, rail, rfid, hamburg, digitalisation, city, innovative, industrial, vehicle, sensor","msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format"
C_unigrams_s7,7,0,operational,0.4712049067020416,0.3,"barrier, indonesia, berth, perceive, outcome, variable, manager, vgm, transfer, reliability","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
C_unigrams_s7,8,10,institutional,0.45027777552604675,0.3,"maturity, dimension, ecosystem, score, cluster, governmental, hub, average, orient, region","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_unigrams_s7,9,9,institutional,0.504830002784729,0.2,"resilience, rijeka, kpi, module, driver, ism, disruption, hub, croatian, croatia","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
C_unigrams_s7,10,10,institutional,0.5185421109199524,0.0,"pcs, border, module, legal, message, foreign, law, america, ministry, space","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_unigrams_s7,11,10,institutional,0.45472562313079834,0.2,"energy, taxonomy, emission, transition, dutch, bar, fuel, green, power, dimension","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
