run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
B_k10_s42,0,0,operational,0.39487501978874207,0.2,"governance, dimension, business_model, taxonomy, ecosystem, cluster, barrier, digital_platform, port_call, public_private","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
B_k10_s42,1,1,technology,0.22635796666145325,0.7,"safety, event, digital_technology, attack, cybersecurity, domain, compliance, threat, navigation, digitalization","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
B_k10_s42,2,2,technology,0.3512786328792572,0.5,"dimension, variable, indonesia, digital_transformation, service_quality, optimization, measurement, average, construct, employ","indonesia, optimization, service_quality, resilience, variable, event, hub, strategic_alliance, average, disruption"
B_k10_s42,3,3,institutional,0.1733466386795044,0.8,"ict, edi, success, maturity_model, terminal_operator, barrier, participant, political, successful, shipping_line","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
B_k10_s42,4,4,meta,0.14368832111358643,0.8,"publication, trend, cluster, academic, theme, gate, wave, search, publish, digital_transformation","publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic"
B_k10_s42,5,5,technology,0.24272026121616364,1.0,"blockchain, blockchain_technology, block, smart_contract, tradelen, chain, node, bill_lading, layer, trust","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
B_k10_s42,6,6,operational,0.20515434443950653,0.7,"module, nmsw, imo, port_call, msw, ict, nsw, maritime_transport, reporting, traffic","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
B_k10_s42,7,7,operational,0.323550820350647,0.3,"sustainability, msw, energy, port_bar, sustainable, emission, transition, trade_facilitation, big_data, fuel","msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format"
B_k10_s42,8,8,operational,0.13140445947647095,0.8,"pcs, export, shipment, import, send, layer, prototype, logistic_chain, freight_forwarder, road","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
B_k10_s42,9,9,institutional,0.17132724821567535,1.0,"smart_port, smart, indicator, smart_technology, resilience, expert, evaluation, kpi, index, weight","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
