run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
C_vocab_strict_s13,0,6,operational,0.5526483058929443,0.2,"imo, reporting, clearance, msw, nautical, specification, taxonomy, directive, national_single_window, server","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
C_vocab_strict_s13,1,10,institutional,0.3669556975364685,0.1,"digital_transformation, cluster, publication, academic, criterion, search, theme, broad, maturity, regulatory","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_vocab_strict_s13,2,0,operational,0.5770655274391174,0.2,"port_call, berth, energy, indicator, emission, kpi, index, fuel, estimate, construction","port_call, information_sharing, barrier, maritime_transport, berth, arrival, manager, china, digitalization, coordinate"
C_vocab_strict_s13,3,8,operational,0.50840163230896,0.2,"gate, edi, import, time_window, shipment, shipping_line, schedule, tos, rail, scheduling","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
C_vocab_strict_s13,4,3,institutional,0.49550169706344604,0.0,"resilience, trade_facilitation, nsw, political, foreign_trade, colombia, cluster, government_agency, national_single_window, airport","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
C_vocab_strict_s13,5,9,institutional,0.5037884712219238,0.3,"smart_port, service_quality, construct, criterion, key_factor, weight, intelligent, indicator, firm, correlation","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
C_vocab_strict_s13,6,8,operational,0.5055966377258301,0.2,"prototype, measurement, pass, italy, shipping_agency, export_process, digital_platform, player, indeed, freight_forwarder","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
C_vocab_strict_s13,7,11,technology,0.43932095170021057,0.6,"business_model, taxonomy, resilience, ecosystem, digital_platform, cluster, disruption, marketplace, physical_internet, respective","taxonomy, business_model, dimension, cluster, digital_platform, respective, value_add, marketplace, geographic_scope, iteration"
C_vocab_strict_s13,8,8,operational,0.5249576568603516,0.1,"declaration, organisation, shipment, custom_declaration, netherlands, invoice, portbase, message, safety_security, law","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
C_vocab_strict_s13,9,1,technology,0.4625629186630249,0.5,"module, ais, navigation, attack, big_data, digital_technology, threat, tos, cybersecurity, detection","event, attack, safety, compliance, cybersecurity, digital_technology, threat, vulnerability, digital_infrastructure, detection"
C_vocab_strict_s13,10,9,institutional,0.6541793942451477,0.1,"msw, smart_technology, maritime_single_window, price, saving, utility, optimal, report_formality, assume, positive","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
C_vocab_strict_s13,11,5,technology,0.41995805501937866,0.7,"blockchain, blockchain_technology, block, layer, tradelen, smart_contract, trust, freight_forwarder, solve, contract","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
